ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry
GGBXF,Green Growth Brands Inc.,1e-05,2061.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GRHY,"Green Hygienics, Inc.",0.0002,10931.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GIPIF,Green Impact Partners Inc.,2.25,47230416.0,,Industrials,,otc,water,25,9,34,,,,Waste Management
GRLF,GREEN LEAF INNOVATIONS INC,0.0089999996125698,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GDMIF,Green Mining Innovation Inc.,0.0007,42554.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GMND,Green Mountain Development Corp.,0.0001,19173.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GPRE,Green Plains Inc. Common Stock,14.65,1026896555.0,United States,Industrials,Major Chemicals,exchange,infrastructure,12,18,30,commodity,,,
GNPG,"Green Planet Group, Inc.",3e-05,14999.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GPLB,Green Planet Bio Engineering Co. Ltd.,0.0087999999523162,,,,,sec_only,infrastructure,15,0,15,,reject,sub-5-cent stock - chronic dilution profile,
GPDB,Green PolkaDot Box Incorporated,0.0005,9052.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GREH,Green Rain Energy Holdings Inc.,0.0087999999523162,,,,,sec_only,energy,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
CCRRF,Green River Gold Corp.,0.0001,13688.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GSPI,"Green Star Products, Inc.",0.0011,775921.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.8M < $10M - fails survivability prior (shell/nano-cap),
GSFI,Green Stream Holdings Inc.,9.999999747378752e-05,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
JAGR,Green Street Capital Corp.,0.0001,1040667.0,,,,otc,finance,4,0,4,,reject,market cap $1.0M < $10M - fails survivability prior (shell/nano-cap),
GTMLF,Green Technology Metals Limited,0.0094,11289657.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GTBIF,Green Thumb Industries Inc.,7.53,1645973632.0,,Healthcare,,sec_only,infrastructure,15,18,33,,,,Drug Manufacturers - Specialty & Generic
GRNBF,GreenBank Capital Inc.,0.0001,14179.0,,,,otc,finance,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GRCO,Greenbelt Resources Corporation,0.0004,129498.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
GEBRF,Greenbriar Sustainable Living Inc.,0.4,17509994.0,,Utilities,,sec_only,infrastructure,22,5,27,,,,Utilities - Renewable
GBX,Greenbrier Companies Inc. (The) Common Stock,46.16,1428175872.0,United States,Industrials,Railroads,exchange,transport,27,18,45,,,,Railroads
GCLL,"GreenCell, Inc.",4e-05,1299.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GCHK,GreenChek Technology Inc.,0.0001,16135.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GNCGY,Greencore Group plc,13.61,2698638336.0,,Consumer Defensive,,otc,food,26,20,46,,,,Packaged Foods
INKWD,"Greene Concepts, Inc",0.0099999997764825,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GCBC,Greene County Bancorp Inc. Common Stock,35.34,601680640.0,United States,Finance,Banks,exchange,finance,5,18,23,,,,
GFR,Greenfire Resources Ltd. Common Shares,6.22,780165450.0,Canada,Energy,Oil & Gas Production,exchange,energy,8,18,26,commodity,,,
ICLTF,GreenFirst Forest Products Inc.,1.5,34747760.0,,Basic Materials,,otc,shelter,18,9,27,,,,Lumber & Wood Production
GRNH,"GreenGro Technologies, Inc.",0.0001,155495.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
GHRTF,Greenheart Gold Inc.,0.7,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GKIT,"Greenkraft, Inc.",0.0077,793890.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.8M < $10M - fails survivability prior (shell/nano-cap),
GLND,Greenland Energy Company Common Stock,1.49,65157989.0,United States,Energy,Oil & Gas Production,exchange,energy,8,12,20,commodity,,,
GRML,Greenland Mines Ltd. Common Stock,9.71,30848796.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,9,29,binary-science-risk,,,
GTEC,Greenland Technologies Holding Corporation Class A Ordinary Shares,0.9003,23897763.0,China,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,5,26,,,,
GNLN,Greenlane Holdings Inc. Class A Common Stock,2.7,1875269.0,United States,Consumer Discretionary,Durable Goods,exchange,discretionary,10,2,12,,reject,market cap $1.9M < $10M - fails survivability prior (shell/nano-cap),
GRNWF,Greenlane Renewables Inc.,0.1657,26477904.0,,,,otc,energy,20,9,29,,,,
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,15.48,505288005.0,Cayman Islands,Finance,Property-Casualty Insurers,exchange,finance,6,18,24,,,,
GRLMF,GreenLight Metals Inc.,0.2248,22327964.0,,Basic Materials,,sec_only,materials,8,5,13,commodity,,,Other Industrial Metals & Mining
GLVT,"Greenlit Ventures, Inc.",0.5,2041241.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $2.0M < $10M - fails survivability prior (shell/nano-cap),
GRNL,GREENLITE VENTURES INC,1.4,13026440.0,,Consumer Cyclical,,sec_only,clothing,7,5,12,,,,Footwear & Accessories
GP,GreenPower Motor Company Inc. Common Shares,1.61,14154803.0,Canada,Consumer Discretionary,Construction/Ag Equipment/Trucks,exchange,transport,23,5,28,,,,
GRNQ,Greenpro Capital Corp. Common Stock,12.07,21880327.0,China,Consumer Discretionary,Professional Services,exchange,services,8,5,13,enrich,,,
GRGBF,Greenrise Global Brands Inc.,0.0013,67151.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
GNRSQ,The Greenrose Holding Company Inc.,0.0001,1768.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GREN,Greensmart Corp,1e-05,532106.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.5M < $10M - fails survivability prior (shell/nano-cap),
GTIC,"Greentech Innovations, Inc.",1.21,733834.0,,Technology,,sec_only,software:health,20,2,22,desc,reject,market cap < $10M - fails survivability prior,Software - Application
GTWCF,Greentown China Holdings Limited,1.45,3682418176.0,,Real Estate,,otc,shelter,10,20,30,,,,Real Estate - Development
GRMHF,Greentown Management Holdings Company Limited,0.5001,980919168.0,,Real Estate,,otc,shelter,8,18,26,,,,Real Estate Services
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,1.11,111996031.0,,Consumer Discretionary,Hotels/Resorts,exchange,discretionary,4,15,19,,,,
GVLMF,Greenvale Energy Ltd,0.02,13763803.0,,,,otc,energy,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
GRVT,GreenVector Holdings Ltd,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
GWAV,Greenwave Technology Solutions Inc. Common Stock,4.53,3758228.0,United States,Industrials,Metal Fabrications,exchange,infrastructure,15,2,17,,reject,market cap $3.8M < $10M - fails survivability prior (shell/nano-cap),
GWTI,"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES",0.0152500001713633,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GWYT,Greenway Technology,1e-05,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GLSI,Greenwich LifeSciences Inc. Common Stock,18.59,272867887.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,,
NEWG,Greenwind Holdings Inc.,0.0001,2260.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
BSSMF,Greenwing Resources Ltd,0.042,21715886.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GGGSF,Greggs plc,24.75,2523386624.0,,Consumer Cyclical,,otc,food-service,8,20,28,,,,Restaurants
GEF,Greif Inc. Class A Common Stock,84.63,4811059712.0,United States,Consumer Cyclical,,exchange,infrastructure,14,20,34,,,,Packaging & Containers
GRMZF,"grems,Inc.",18.44,426413984.0,,Utilities,,otc,energy,22,15,37,utility-slow-growth,,,Utilities - Regulated Electric
GIGAQ,"Gresham Worldwide, Inc.",0.0001,793.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
AGNPF,Grey Matters Health Inc.,0.33294,1803947.0,,Healthcare,,sec_only,health,20,2,22,,reject,market cap < $10M - fails survivability prior,Biotechnology
GHI,Greystone Housing Impact Investors LP,6.55,154334448.0,,Financial Services,,sec_only,shelter,18,15,33,,,,Mortgage Finance
GLGI,"GREYSTONE LOGISTICS, INC.",0.2232,6086724.0,,Basic Materials,,sec_only,transport,18,2,20,,reject,market cap < $10M - fails survivability prior,Specialty Chemicals
GRI,GRI Bio Inc. Common Stock,1.96,4284785.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,2,22,binary-science-risk,reject,market cap $4.3M < $10M - fails survivability prior (shell/nano-cap),
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,7.87,638468544.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software:energy,20,18,38,desc,,,Information Technology Services
GRDX,GridAI Technologies Corp. Common Stock,4.06,28952359.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,,
GRGSF,Grieg Seafood ASA,7.97,894572224.0,,Consumer Defensive,,otc,food,26,18,44,,,,Farm Products
GFCI,"Grifco International, Inc.",1e-05,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GFF,Griffon Corporation Common Stock,101.38,4649958912.0,United States,Industrials,Building Products,exchange,shelter,24,20,44,,,,Building Products & Equipment
GIKLY,"Grifols, S.A.",5.78,7867510784.0,,Healthcare,,otc,health,20,20,40,,,,Drug Manufacturers - General
GRFS,Grifols S.A. American Depositary Shares,8.09,5505895936.0,Spain,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,,Drug Manufacturers - General
GRND,Grindr Inc. Common Stock,15.69,2727245568.0,Singapore,Technology,Computer Software: Programming Data Processing,exchange,software,12,20,32,desc,,,Software - Application
GRDLY,Grindrod Limited,13.17,879222592.0,,Industrials,,otc,transport,20,18,38,,,,Integrated Freight & Logistics
GO,Grocery Outlet Holding Corp. Common Stock,12.12,1200904064.0,United States,Consumer Staples,Food Chains,exchange,food,22,18,40,,,,Grocery Stores
GROM,"Grom Social Enterprises, Inc.",0.0001,902.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GRVE,GROOVE BOTANICALS INC.,0.0041999998502433,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GROO,Groovy Company Inc,0.0061,45048.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GRDAF,Grounded Lithium Corp.,0.0383,3082373.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.1M < $10M - fails survivability prior (shell/nano-cap),
GPAIF,Grounded People Apparel Inc.,1.03,32934496.0,,Consumer Cyclical,,otc,clothing,7,9,16,,,,Footwear & Accessories
GBLBF,Groupe Bruxelles Lambert SA,83.1,9883067392.0,,Financial Services,,otc,finance,2,20,22,,,,Asset Management
GRGDF,Groupe Dynamite Inc.,45.85,5017811968.0,,Consumer Cyclical,,otc,clothing,5,20,25,,,,Apparel Retail
GRPN,Groupon Inc. Common Stock,19.59,796633149.0,United States,Consumer Discretionary,Advertising,exchange,media,2,18,20,,,,
GROV,Grove Collaborative Holdings Inc. Class A Common Stock,0.9781,41765893.0,,Consumer Discretionary,Catalog/Specialty Distribution,exchange,retail,5,9,14,,,,
GRWC,"Grow Capital, Inc.",0.0659,10048804.0,,,,otc,finance,4,0,4,,,,
GRSO,"Grow Solutions Holdings, Inc.",5e-05,460599.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.5M < $10M - fails survivability prior (shell/nano-cap),
GRWG,GrowGeneration Corp. Common Stock,1.71,100753968.0,United States,Consumer Discretionary,RETAIL: Building Materials,exchange,shelter,18,15,33,,,,
TGHL,The GrowHub Limited Class A Ordinary Shares,0.8021,20292978.0,Singapore,Technology,EDP Services,exchange,software,10,5,15,enrich,,,
GRUSF,Grown Rogue International Inc.,0.4701,117496312.0,,Healthcare,,sec_only,health,22,15,37,,,,Drug Manufacturers - Specialty & Generic
AGGZF,Ag Growth International Inc.,9.37,176730336.0,,Industrials,,otc,food,23,15,38,,,,Farm & Heavy Construction Machinery
GSTK,Growth Stalk Holdings Corp,1.22,39167096.0,,Healthcare,,sec_only,health,22,9,31,,,,Drug Manufacturers - Specialty & Generic
GWWTF,Growthpoint Properties Limited,1.1,3726509568.0,,,,otc,finance,4,20,24,,,,
GRWPF,Growthpoint Properties Australia,1.54,1162097536.0,,,,otc,finance,4,18,22,,,,
GPAGF,"Gruma, S.A.B. de C.V.",14.87,4989314560.0,,Consumer Defensive,,otc,food,26,20,46,,,,Packaged Foods
AERO,Grupo Aeromexico S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares),15.1,2203141632.0,,Consumer Discretionary,Air Freight/Delivery Services,exchange,transport,18,20,38,,,,Airlines
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,104.22,5030822171.0,Mexico,Consumer Discretionary,Aerospace,exchange,transport,15,20,35,defense-mix,,,
GPAEF,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",20.425,12153245696.0,,Industrials,,otc,transport,18,20,38,,,,Airports & Air Services
PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),209.72,12478721690.0,Mexico,Consumer Discretionary,Aerospace,exchange,transport,15,20,35,defense-mix,,,
ASRMF,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",29.2,8760000512.0,,Industrials,,otc,transport,18,20,38,,,,Airports & Air Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,263.97,7919100000.0,Mexico,Consumer Discretionary,Aerospace,exchange,transport,15,20,35,defense-mix,,,
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),5.54,6576942786.0,,Finance,Commercial Banks,exchange,finance,5,20,25,,,,
GPOVF,"Grupo Carso, S.A.B. de C.V.",8.47,19082196992.0,,Industrials,,otc,conglomerate,12,20,32,,,,Conglomerates
CIB,Grupo Cibest S.A. American Depositary Shares each representing four Preferred Shares,103.26,24607236551.0,Colombia,Finance,Commercial Banks,exchange,finance,5,20,25,,,,
GCLAF,Grupo Clarín S.A.,2.2,117453600.0,,,,otc,unknown,8,15,23,enrich-if-viable,,,
GCHEF,"Grupo Comercial Chedraui, S.A.B. de C.V.",5.44,5218270208.0,,Consumer Defensive,,otc,food,20,20,40,,,,Grocery Stores
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,44.2,7099641487.0,Argentina,Finance,Commercial Banks,exchange,finance,5,20,25,,,,
GPFOF,"Grupo Financiero Inbursa, S.A.B. de C.V.",2.55,15294990336.0,,,,otc,finance,4,20,24,,,,
GUZOF,"Grupo Herdez, S.A.B. de C.V.",3.0,964670464.0,,Consumer Defensive,,otc,food,26,18,44,,,,Packaged Foods
GISMF,"Grupo Industrial Saltillo, S.A.B. de C.V.",0.72,219018912.0,,,,otc,infrastructure,15,15,30,,,,
GRPI,Grupo International Inc.,0.0001,1043.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GPMXY,"Grupo México, S.A.B. de C.V.",29.9,116385751040.0,,Basic Materials,,otc,materials,8,20,28,commodity,,,Other Industrial Metals & Mining
GMXDF,"Grupo Mexicano de Desarrollo, S.A.B.",0.3,54743700.0,,Utilities,,otc,water,28,12,40,utility-slow-growth,,,Utilities - Regulated Water
GPSDF,"Grupo Pochteca, S.A.B. de C.V.",0.32,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting,
GPSAF,"Grupo Posadas, S.A.B. de C.V.",1.23,609934848.0,,,,otc,unknown,8,18,26,enrich-if-viable,,,
GRUI,Grupo Resilient International Inc.,0.0001,52571.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
GRPRF,Grupo Rotoplas S.A.B. de C.V.,0.82,393338560.0,,Industrials,,otc,shelter,24,15,39,,,,Building Products & Equipment
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,29.33,4865937072.0,Mexico,Industrials,Steel/Iron Ore,exchange,materials,10,20,30,commodity,,,
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,8.78,802004394.0,,Finance,Commercial Banks,exchange,finance,5,18,23,,,,
GRPFF,"Grupo Televisa, S.A.B.",0.55,1449415040.0,,Communication Services,,otc,infrastructure,14,18,32,utility-slow-growth,,,Telecom Services
TV,Grupo Televisa S.A.B. Common Stock,2.76,1703371536.0,Mexico,Industrials,Broadcasting,exchange,media,2,18,20,,,,
GTMAY,"Grupo TMM, S.A.B.",2.0,69821248.0,,Industrials,,otc,transport,16,12,28,commodity,,,Marine Shipping
GRPOF,"Grupo Traxión, S.A.B. de C.V.",0.7581,421488736.0,,Industrials,,otc,transport,27,15,42,,,,Railroads
GYUAF,GS Yuasa Corporation,31.0,3109899776.0,,Consumer Cyclical,,otc,transport,20,20,40,,,,Auto Parts
GSIT,GSI Technology Common Stock,5.96,229058256.0,United States,Technology,Semiconductors,exchange,infrastructure,22,15,37,,,,Semiconductors
GLAXF,GSK plc,25.3,101341962240.0,,Healthcare,,otc,health,20,20,40,,,,Drug Manufacturers - General
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),52.07,104286085120.0,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,,Drug Manufacturers - General
GSRCF,GSP Resource Corp.,0.1,4836769.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $4.8M < $10M - fails survivability prior (shell/nano-cap),
GSRF,GSR IV Acquisition Corp. Class A ordinary share,10.22,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
GSRV,GSR V Acquisition Corp. Class A ordinary shares,9.87,0.0,United States,Finance,Blank Checks,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
GSRX,GSRX Industries Inc.,0.0001,8179.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
